clip,source_hash,vehicle_id,terminal_event_id,event_ts,camera,status,original_labelled_event_description,labelled_event,labelled_checked,labelled_agreed,cam_o,cam_s,vs,fatigue_summary,smoking_summary,eatdrink_summary,review_seatbelt,review_phone,review_drinking,t_total_s,t_llm_s,driver_vis,seatbelt,phone,distraction,fatigue,smoking,eatdrink,drinking,alcohol,why,seatbelt_support_n,phone_support_n,distraction_support_n,fatigue_support_n,smoking_support_n,det_codes,rev_codes,det_event_descriptions,rev_event_descriptions,primary_vlm_event,seatbelt_off_flag,phone_flag,distraction_flag,fatigue_flag,smoke_flag,cam_covered_flag,face_obstructed_review_flag,seatbelt_uncertain_flag,phone_uncertain_flag,distraction_uncertain_flag,fatigue_uncertain_flag,smoking_uncertain_flag,raw_event_description,raw_event_ts,original_event_description,event_ts_final,vlm_change_type,event_changed_flag,det_rankable_event_descriptions,rev_rankable_event_descriptions,extra_rankable_vlm_events,n_extra_rankable_vlm_events,matched_raw_df_flag
2053,4ab98eabdfcfc0a2,460126901,4882303786129641793,2026-01-07 09:57:43+00:00,2,OK,v_phone,,y,y,2,0,1,u,u,n,high,high,low,53.38,24.56,1,n,y,u,u,u,n,u,u,clearly visible phone in the right hand,0,0,0,0,0,"[5, 10]",[],"['SEATBELT_D_OFF', 'v_phone']",[],SEATBELT_D_OFF,1,1,0,0,0,0,0,0,0,1,1,1,v_phone,2026-01-07 11:57:48+00:00,v_phone,2026-01-07 09:57:43+00:00,refined,1,"['SEATBELT_D_OFF', 'v_phone']",[],['SEATBELT_D_OFF'],1,1
2054,ccc39dcd4bea17e5,509637397,4882303786129621012,2026-01-07 09:56:12+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,high,low,low,74.67,49.5,1,n,n,u,u,u,n,u,u,"Driver is clearly visible, but no seatbelt strap is visible across the chest. No phone, distraction, fatigue, smoking, e",12,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,1,1,1,PER,2026-01-07 11:56:15+00:00,PER,2026-01-07 09:56:12+00:00,new_context_added,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,1
2055,13c1db856e892075,317984514,4882303786129610113,2026-01-07 09:55:25+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,high,low,low,69.92,42.62,1,n,n,u,u,u,n,u,u,"Driver is clearly visible, but no seatbelt strap is visible across the chest. No phone or eating/drinking is clearly vis",12,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,1,1,1,PER,2026-01-07 11:55:25+00:00,PER,2026-01-07 09:55:25+00:00,new_context_added,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,1
2056,5415bc4c6e6f7089,437380121,4882303786129606121,2026-01-07 09:55:07+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,low,high,low,62.0,37.45,1,y,y,u,u,u,n,u,u,Driver is clearly visible and wearing a seatbelt.,12,0,0,0,0,[10],[],['v_phone'],[],v_phone,0,1,0,0,0,0,0,0,0,1,1,1,PER,2026-01-07 11:55:07+00:00,PER,2026-01-07 09:55:07+00:00,new_context_added,1,['v_phone'],[],['v_phone'],1,1
2057,d48826f6decdb33f,459505768,4882303786129604785,2026-01-07 09:54:16+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,high,high,low,58.04,54.77,1,n,y,u,u,u,n,u,u,Driver is holding a phone and appears to be engaged with it.,12,12,0,0,0,"[5, 10]",[],"['SEATBELT_D_OFF', 'v_phone']",[],SEATBELT_D_OFF,1,1,0,0,0,0,0,0,0,1,1,1,PER,2026-01-07 11:54:46+00:00,PER,2026-01-07 09:54:16+00:00,new_context_added,1,"['SEATBELT_D_OFF', 'v_phone']",[],"['SEATBELT_D_OFF', 'v_phone']",2,1
2058,17f96081c83700ce,415734364,4882303786129596527,2026-01-07 09:54:18+00:00,2,OK,Ign ON,,n,na,2,0,1,u,u,n,high,high,low,40.03,34.84,1,n,y,u,u,u,n,u,u,"Driver is clearly visible, holding a phone, and appears to be looking down, possibly interacting with the phone.",11,3,0,0,0,"[5, 10]",[],"['SEATBELT_D_OFF', 'v_phone']",[],SEATBELT_D_OFF,1,1,0,0,0,0,0,0,0,1,1,1,Ign ON,2026-01-07 11:54:23+00:00,Ign ON,2026-01-07 09:54:18+00:00,new_context_added,1,"['SEATBELT_D_OFF', 'v_phone']",[],"['SEATBELT_D_OFF', 'v_phone']",2,1
2059,74db8145944a0197,377841595,4882303786129585785,2026-01-07 09:53:09+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,low,high,low,34.15,30.93,1,y,y,u,u,u,n,u,u,Driver is clearly visible and wearing a seatbelt. Phone is visible in hand. Driver appears attentive.,12,1,0,0,0,[10],[],['v_phone'],[],v_phone,0,1,0,0,0,0,0,0,0,1,1,1,PER,2026-01-07 11:53:39+00:00,PER,2026-01-07 09:53:09+00:00,new_context_added,1,['v_phone'],[],['v_phone'],1,1
2060,54c98cc57890a3a0,365599055,4882303786129583054,2026-01-07 09:53:19+00:00,2,OK,v_fatigue,,y,n,2,0,1,n,u,n,low,low,low,52.85,23.79,1,y,n,u,n,u,n,u,u,face is clearly visible and no signs of fatigue,0,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,0,1,v_fatigue,2026-01-07 11:53:24+00:00,v_fatigue,2026-01-07 09:53:19+00:00,not_confirmed,0,[],[],[],0,1
2061,93d22586a92e8ec0,509637926,4882303786129559645,2026-01-07 09:51:35+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,high,low,low,69.44,40.26,1,n,n,u,u,u,n,u,u,"Driver is clearly visible, no seatbelt strap visible, no phone or smoking device seen, no clear distraction or fatigue s",12,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,1,1,1,PER,2026-01-07 11:51:41+00:00,PER,2026-01-07 09:51:35+00:00,new_context_added,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,1
2062,075e9e79f35b64d9,322641484,4882303786129539004,2026-01-07 09:49:36+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,high,medium,low,76.22,48.52,1,n,u,u,u,u,n,u,u,<very short>,12,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,1,1,1,1,PER,2026-01-07 11:50:06+00:00,PER,2026-01-07 09:49:36+00:00,new_context_added,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,1
2063,f4dc0a9e0efcf7b4,411962094,4882303786129536621,2026-01-07 09:49:40+00:00,2,OK,Ign ON,,n,na,2,0,1,u,u,n,high,low,low,63.1,36.76,1,n,n,u,u,u,n,u,u,"Driver is clearly visible, but no seatbelt strap is visible across the chest. No phone or eating/drinking activity is ob",0,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,1,1,1,Ign ON,2026-01-07 11:49:53+00:00,Ign ON,2026-01-07 09:49:40+00:00,new_context_added,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,1
2064,6b01b9b88e4b741a,429536893,4882303786129521924,2026-01-07 09:48:43+00:00,2,OK,v_phone,,y,y,2,0,1,u,u,n,low,high,low,51.63,24.54,1,y,y,u,u,u,n,u,u,Driver is holding a phone in the left hand.,0,0,0,0,0,[10],[],['v_phone'],[],v_phone,0,1,0,0,0,0,0,0,0,1,1,1,v_phone,2026-01-07 11:48:48+00:00,v_phone,2026-01-07 09:48:43+00:00,confirmed,0,['v_phone'],[],[],0,1
2065,0423d7d1b5f41c81,459506000,4882303786129519808,2026-01-07 09:48:41+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,high,high,low,89.79,55.37,1,n,y,y,u,u,n,u,u,"Driver appears distracted, possibly using a phone.",0,0,12,0,0,"[5, 10, 11]",[],"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",[],SEATBELT_D_OFF,1,1,1,0,0,0,0,0,0,0,1,1,PER,2026-01-07 11:48:41+00:00,PER,2026-01-07 09:48:41+00:00,new_context_added,1,"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",[],"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",3,1
2066,4acd45f8e77583e2,336854753,4882303786129507163,2026-01-07 09:47:36+00:00,2,OK,v_fatigue,,y,n,2,0,1,n,u,n,low,low,low,51.67,24.49,1,y,n,u,n,u,n,u,u,"No clear signs of fatigue such as yawn, eyes closed, or head nod.",0,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,0,1,v_fatigue,2026-01-07 11:47:41+00:00,v_fatigue,2026-01-07 09:47:36+00:00,not_confirmed,0,[],[],[],0,1
2067,48082399fdd69e2d,322784039,4882303786129501586,2026-01-07 09:47:16+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,low,low,low,66.43,37.52,1,y,n,u,u,u,n,u,u,Driver is clearly visible and wearing a seatbelt.,12,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,PER,2026-01-07 11:47:16+00:00,PER,2026-01-07 09:47:16+00:00,no_vlm_signal,0,[],[],[],0,1
2068,9e343167d8c49438,466968443,4882303786129492949,2026-01-07 09:48:39+00:00,2,OK,GPS_Lock,,n,na,2,0,1,u,u,n,low,low,low,64.43,37.18,1,y,n,u,u,u,n,u,u,Driver is clearly visible and wearing a seatbelt.,12,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,GPS_Lock,2026-01-07 11:49:09+00:00,GPS_Lock,2026-01-07 09:48:39+00:00,no_vlm_signal,0,[],[],[],0,1
2069,884a71ceaa7f017e,458891357,4882303786129488283,2026-01-07 09:45:51+00:00,2,OK,dHDG,,n,na,2,0,1,u,u,n,low,low,low,65.83,38.17,1,y,n,u,u,u,n,u,u,Driver is clearly visible and wearing a seatbelt.,12,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,dHDG,2026-01-07 11:46:16+00:00,dHDG,2026-01-07 09:45:51+00:00,no_vlm_signal,0,[],[],[],0,1
2070,bfb0cc03fae03399,523822248,4882303786129483160,2026-01-07 09:45:51+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,high,high,low,53.9,42.99,1,n,y,y,u,u,n,n,n,Driver is holding a phone and appears distracted.,12,12,12,0,0,"[5, 10, 11]",[],"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",[],SEATBELT_D_OFF,1,1,1,0,0,0,0,0,0,0,1,1,PER,2026-01-07 11:45:52+00:00,PER,2026-01-07 09:45:51+00:00,new_context_added,1,"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",[],"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",3,1
2071,93a36dfd1bad9130,458886154,4882303786129482594,2026-01-07 09:45:49+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,high,high,low,44.47,41.01,1,n,y,y,u,u,n,u,u,"Driver is clearly visible, using phone, and appears distracted.",12,10,10,0,0,"[5, 10, 11]",[],"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",[],SEATBELT_D_OFF,1,1,1,0,0,0,0,0,0,0,1,1,PER,2026-01-07 11:45:49+00:00,PER,2026-01-07 09:45:49+00:00,new_context_added,1,"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",[],"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",3,1
2072,bef223261354eba2,511472466,4882303786129476634,2026-01-07 09:45:22+00:00,2,OK,dHDG,,n,na,2,0,1,u,u,n,low,low,low,56.03,29.18,1,y,n,u,u,u,n,u,u,Driver is clearly visible and wearing a seatbelt.,11,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,dHDG,2026-01-07 11:45:22+00:00,dHDG,2026-01-07 09:45:22+00:00,no_vlm_signal,0,[],[],[],0,1
2073,7d5eb12dfc015243,317984438,4882303786129456987,2026-01-07 09:43:42+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,high,low,low,70.64,41.86,1,n,n,u,u,u,n,u,u,"Driver is clearly visible, but no seatbelt strap is visible across the chest. No phone or eating/drinking is visible.",12,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,1,1,1,PER,2026-01-07 11:43:57+00:00,PER,2026-01-07 09:43:42+00:00,new_context_added,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,1
2074,63049893b907c22a,434850546,4882303786129453929,2026-01-07 09:43:35+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,low,low,low,67.92,36.22,1,y,n,u,u,u,n,u,u,"Driver is clearly visible, wearing seatbelt, and appears attentive.",3,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,PER,2026-01-07 11:43:43+00:00,PER,2026-01-07 09:43:35+00:00,no_vlm_signal,0,[],[],[],0,1
2075,82dd71def6ac15af,317984619,4882303786129437073,2026-01-07 09:42:30+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,low,low,low,70.08,38.36,1,y,n,u,u,u,n,u,u,Driver is clearly visible and wearing a seatbelt. No phone or eating/drinking is visible.,12,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,PER,2026-01-07 11:42:30+00:00,PER,2026-01-07 09:42:30+00:00,no_vlm_signal,0,[],[],[],0,1
2076,a042b712c42a36e9,435288506,4882303786129427133,2026-01-07 09:41:32+00:00,2,OK,dHDG,,n,na,2,0,1,u,u,n,low,low,low,67.45,37.26,1,y,n,u,u,u,n,u,u,Driver is clearly visible and wearing a seatbelt.,12,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,dHDG,2026-01-07 11:41:47+00:00,dHDG,2026-01-07 09:41:32+00:00,no_vlm_signal,0,[],[],[],0,1
2077,252ce4486d9919a0,511465936,4882303786129415213,2026-01-07 09:40:24+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,low,low,low,65.37,37.82,1,y,n,u,u,u,n,u,u,Driver is clearly visible and wearing a seatbelt.,12,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,PER,2026-01-07 11:40:53+00:00,PER,2026-01-07 09:40:24+00:00,no_vlm_signal,0,[],[],[],0,1
2078,63babc7948748445,512994171,4882303786129405209,2026-01-07 09:40:09+00:00,2,OK,dHDG,,n,na,2,0,1,u,u,n,low,high,low,48.91,43.76,1,y,y,y,u,u,n,u,u,"Driver is clearly visible and using a phone, indicating distraction. Seatbelt is visible and worn. No signs of fatigue, ",12,12,12,0,0,"[10, 11]",[],"['v_phone', 'v_distraction']",[],v_phone,0,1,1,0,0,0,0,0,0,0,1,1,dHDG,2026-01-07 11:40:09+00:00,dHDG,2026-01-07 09:40:09+00:00,new_context_added,1,"['v_phone', 'v_distraction']",[],"['v_phone', 'v_distraction']",2,1
2079,18daad5b4d5e8bd1,350179842,4882303786129399270,2026-01-07 09:39:42+00:00,2,OK,Ign ON,,n,na,2,0,1,u,u,n,high,low,low,65.02,37.87,1,n,n,u,u,u,n,u,u,"Driver is clearly visible, no seatbelt strap visible, phone is not clearly visible, no clear distraction, no clear fatig",12,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,1,1,1,Ign ON,2026-01-07 11:39:45+00:00,Ign ON,2026-01-07 09:39:42+00:00,new_context_added,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,1
2080,6b12c197fc8749c3,443749850,4882303786129392133,2026-01-07 09:39:12+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,low,low,low,64.51,37.96,1,y,n,u,u,u,n,u,u,Driver is clearly visible and wearing a seatbelt.,12,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,PER,2026-01-07 11:39:12+00:00,PER,2026-01-07 09:39:12+00:00,no_vlm_signal,0,[],[],[],0,1
2081,55bde056e9112dac,460126729,4882303786129375887,2026-01-07 09:38:00+00:00,2,OK,dHDG,,n,na,2,0,1,u,u,n,low,low,low,64.86,37.34,1,y,n,u,u,u,n,u,u,Driver is clearly visible and wearing a seatbelt.,12,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,dHDG,2026-01-07 11:38:00+00:00,dHDG,2026-01-07 09:38:00+00:00,no_vlm_signal,0,[],[],[],0,1
2082,8853eac8d5428f5d,507451763,4882303786129356891,2026-01-07 09:36:36+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,low,low,low,66.54,37.75,1,y,n,u,u,u,n,u,u,Driver is clearly visible and wearing a seatbelt.,12,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,PER,2026-01-07 11:36:36+00:00,PER,2026-01-07 09:36:36+00:00,no_vlm_signal,0,[],[],[],0,1
2083,b3b1c193a07be788,429536893,4882303786129355694,2026-01-07 09:36:25+00:00,2,OK,v_phone,,y,y,2,0,1,u,u,n,low,high,low,54.32,24.43,1,y,y,u,u,u,n,u,u,Driver is holding a phone in the left hand.,0,0,0,0,0,[10],[],['v_phone'],[],v_phone,0,1,0,0,0,0,0,0,0,1,1,1,v_phone,2026-01-07 11:36:30+00:00,v_phone,2026-01-07 09:36:25+00:00,confirmed,0,['v_phone'],[],[],0,1
2084,c63dadc2ec0e5288,511879248,4882303786129323164,2026-01-07 09:33:34+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,high,high,low,49.49,45.94,1,n,y,u,u,u,n,u,u,"Driver is clearly visible, holding a phone, and appears attentive.",11,12,0,0,0,"[5, 10]",[],"['SEATBELT_D_OFF', 'v_phone']",[],SEATBELT_D_OFF,1,1,0,0,0,0,0,0,0,1,1,1,PER,2026-01-07 11:34:04+00:00,PER,2026-01-07 09:33:34+00:00,new_context_added,1,"['SEATBELT_D_OFF', 'v_phone']",[],"['SEATBELT_D_OFF', 'v_phone']",2,1
2085,ca301b76ab4cf1ba,509637621,4882303786129321499,2026-01-07 09:33:27+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,high,low,low,58.41,31.4,1,n,n,u,u,u,n,u,u,"Driver is clearly visible, no seatbelt strap visible, phone is not clearly visible, no clear distraction, no clear fatig",12,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,1,1,1,PER,2026-01-07 11:33:56+00:00,PER,2026-01-07 09:33:27+00:00,new_context_added,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,1
2086,6da1ed684dc30786,365598486,4882303786129311897,2026-01-07 09:33:13+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,high,low,low,65.7,38.8,1,n,n,u,u,u,n,u,u,"Driver is clearly visible, but no seatbelt strap is visible. No phone or eating/drinking is observed.",12,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,1,1,1,PER,2026-01-07 11:33:13+00:00,PER,2026-01-07 09:33:13+00:00,new_context_added,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,1
2087,d9f086ee69e63a94,365598969,4882303786129301038,2026-01-07 09:32:24+00:00,2,OK,Ign ON,,n,na,2,0,1,u,u,n,high,high,low,42.73,38.52,1,n,y,y,u,u,n,n,n,"Driver is clearly visible and appears distracted, wearing a seatbelt.",11,3,3,0,0,"[5, 10, 11]",[],"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",[],SEATBELT_D_OFF,1,1,1,0,0,0,0,0,0,0,1,1,Ign ON,2026-01-07 11:32:24+00:00,Ign ON,2026-01-07 09:32:24+00:00,new_context_added,1,"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",[],"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",3,1
2088,a5251a7566346875,512990207,4882303786129299771,2026-01-07 09:32:16+00:00,2,OK,PER,,n,na,2,0,1,u,u,y,low,low,medium,58.41,30.6,1,y,n,u,u,u,y,y,u,Driver is clearly visible and wearing a seatbelt. Drinking a beverage is visible.,12,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,PER,2026-01-07 11:32:17+00:00,PER,2026-01-07 09:32:16+00:00,no_vlm_signal,0,[],[],[],0,1
2089,89b2439e433b73e6,335116387,4882303786129295506,2026-01-07 09:31:53+00:00,2,OK,v_fatigue,,y,n,2,0,1,n,u,n,high,low,low,51.35,23.69,1,n,n,u,n,u,n,u,u,face is clearly visible and no signs of fatigue,0,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,1,0,1,v_fatigue,2026-01-07 11:31:58+00:00,v_fatigue,2026-01-07 09:31:53+00:00,contradicted,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,1
2090,86a1bf0d4417412f,365599055,4882303786129284095,2026-01-07 09:31:12+00:00,2,OK,Ign ON,,n,na,2,0,1,u,u,n,high,high,low,75.61,46.08,1,n,y,y,u,u,n,n,n,"Driver is clearly visible and talking on the phone, indicating distraction.",0,12,12,0,0,"[5, 10, 11]",[],"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",[],SEATBELT_D_OFF,1,1,1,0,0,0,0,0,0,0,1,1,Ign ON,2026-01-07 11:31:12+00:00,Ign ON,2026-01-07 09:31:12+00:00,new_context_added,1,"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",[],"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",3,1
2091,edfd0bf64575c338,434850546,4882303786129278564,2026-01-07 09:30:41+00:00,2,OK,v_distraction,,y,n,2,0,1,u,u,n,low,low,low,48.56,23.4,1,y,n,n,u,u,n,u,u,Attentive driver,0,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,0,1,1,v_distraction,2026-01-07 11:30:46+00:00,v_distraction,2026-01-07 09:30:41+00:00,not_confirmed,0,[],[],[],0,1
2092,641fbfe6691e58d1,513225962,4882303786129277058,2026-01-07 09:30:25+00:00,2,OK,dHDG,,n,na,2,0,1,u,u,n,low,low,low,72.78,37.23,1,y,n,u,u,u,n,u,u,Driver is clearly visible and wearing a seatbelt.,12,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,dHDG,2026-01-07 11:30:39+00:00,dHDG,2026-01-07 09:30:25+00:00,no_vlm_signal,0,[],[],[],0,1
2093,dd4a222ee04a5a63,459503546,4882303786129273426,2026-01-07 09:30:24+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,high,high,low,50.43,48.52,1,n,y,y,u,u,n,u,u,Driver is holding a phone and appears distracted.,12,12,12,0,0,"[5, 10, 11]",[],"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",[],SEATBELT_D_OFF,1,1,1,0,0,0,0,0,0,0,1,1,PER,2026-01-07 11:30:24+00:00,PER,2026-01-07 09:30:24+00:00,new_context_added,1,"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",[],"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",3,1
2094,5a1407c25a47278e,460126729,4882303786129242987,2026-01-07 09:28:03+00:00,2,OK,v_phone,,y,y,2,0,1,u,u,n,low,high,low,51.72,24.32,1,y,y,u,u,u,n,u,u,clearly visible phone in the driver's left hand,0,0,0,0,0,[10],[],['v_phone'],[],v_phone,0,1,0,0,0,0,0,0,0,1,1,1,v_phone,2026-01-07 11:28:08+00:00,v_phone,2026-01-07 09:28:03+00:00,confirmed,0,['v_phone'],[],[],0,1
2095,0606da5496ffadb8,365598883,4882303786129226590,2026-01-07 09:26:51+00:00,2,OK,v_phone,,y,y,2,0,1,u,u,n,low,high,low,54.26,24.04,1,y,y,u,u,u,n,u,u,clearly visible phone in hand,0,0,0,0,0,[10],[],['v_phone'],[],v_phone,0,1,0,0,0,0,0,0,0,1,1,1,v_phone,2026-01-07 11:26:56+00:00,v_phone,2026-01-07 09:26:51+00:00,confirmed,0,['v_phone'],[],[],0,1
2096,077358d0d2999fd5,509637738,4882303786129219124,2026-01-07 09:26:15+00:00,2,OK,Ign OFF,,n,na,2,0,1,u,u,n,high,low,low,64.58,34.37,1,n,n,u,u,u,n,u,u,"Driver is clearly visible, no seatbelt strap visible, no phone or clear distraction, no fatigue signs, no smoking or eat",11,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,1,1,1,Ign OFF,2026-01-07 11:26:23+00:00,Ign OFF,2026-01-07 09:26:15+00:00,new_context_added,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,1
2097,f2f273cfcfad30bb,308058091,4882303786129203259,2026-01-07 09:25:12+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,high,high,low,64.9,37.57,1,n,y,y,u,u,n,u,u,"Driver is clearly visible, appears distracted, and is eating something.",0,0,12,0,0,"[5, 10, 11]",[],"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",[],SEATBELT_D_OFF,1,1,1,0,0,0,0,0,0,0,1,1,PER,2026-01-07 11:25:12+00:00,PER,2026-01-07 09:25:12+00:00,new_context_added,1,"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",[],"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",3,1
2098,ed5f3a8d511d75a3,523821693,4882303786129191880,2026-01-07 09:23:51+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,low,low,low,63.29,35.78,1,y,n,u,u,u,n,u,u,Driver is clearly visible and wearing a seatbelt.,6,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,PER,2026-01-07 11:24:21+00:00,PER,2026-01-07 09:23:51+00:00,no_vlm_signal,0,[],[],[],0,1
2099,93e1b2deb6200329,443744270,4882303786129191269,2026-01-07 09:24:12+00:00,2,OK,v_phone,,y,y,2,0,1,u,u,n,low,high,low,52.08,24.65,1,y,y,u,u,u,n,u,u,clearly visible phone in the driver's left hand,0,0,0,0,0,[10],[],['v_phone'],[],v_phone,0,1,0,0,0,0,0,0,0,1,1,1,v_phone,2026-01-07 11:24:17+00:00,v_phone,2026-01-07 09:24:12+00:00,confirmed,0,['v_phone'],[],[],0,1
2100,b7585fc6fe54826e,388775883,4882303786129183658,2026-01-07 09:23:39+00:00,2,OK,v_fatigue,,y,n,2,0,1,n,u,n,high,high,low,59.24,24.64,1,n,y,u,n,u,n,u,u,face is clearly visible and no signs of fatigue,0,0,0,0,0,"[5, 10]",[],"['SEATBELT_D_OFF', 'v_phone']",[],SEATBELT_D_OFF,1,1,0,0,0,0,0,0,0,1,0,1,v_fatigue,2026-01-07 11:23:44+00:00,v_fatigue,2026-01-07 09:23:39+00:00,contradicted,1,"['SEATBELT_D_OFF', 'v_phone']",[],"['SEATBELT_D_OFF', 'v_phone']",2,1
2101,9679a9f6a218e15f,460126901,4882303786129165244,2026-01-07 09:22:24+00:00,2,OK,PER,,n,na,2,0,1,u,u,n,high,high,low,54.12,47.65,1,n,y,u,u,u,n,u,u,Driver is clearly visible and holding a phone.,12,12,0,0,0,"[5, 10]",[],"['SEATBELT_D_OFF', 'v_phone']",[],SEATBELT_D_OFF,1,1,0,0,0,0,0,0,0,1,1,1,PER,2026-01-07 11:22:24+00:00,PER,2026-01-07 09:22:24+00:00,new_context_added,1,"['SEATBELT_D_OFF', 'v_phone']",[],"['SEATBELT_D_OFF', 'v_phone']",2,1
